"additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/2/Wheelchair accessible entrance","additionalInfo/Accessibility/2/Wheelchair accessible parking lot","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair accessible seating","additionalInfo/Crowd/0/LGBTQ+ friendly","additionalInfo/Crowd/0/Transgender safespace","additionalInfo/Crowd/1/LGBTQ+ friendly","additionalInfo/Crowd/1/Transgender safespace","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Offerings/0/Installation service","additionalInfo/Offerings/0/Repair services","additionalInfo/Offerings/1/Installation service","additionalInfo/Offerings/1/Repair services","additionalInfo/Planning/0/Appointment required","additionalInfo/Service options/0/English","additionalInfo/Service options/0/Online estimates","additionalInfo/Service options/0/Onsite services","additionalInfo/Service options/1/English","additionalInfo/Service options/1/Online estimates","additionalInfo/Service options/1/Onsite services","additionalInfo/Service options/2/English","additionalInfo/Service options/2/Online estimates","additionalInfo/Service options/2/Onsite services","additionalOpeningHours/Online service hours/0/day","additionalOpeningHours/Online service hours/0/hours","additionalOpeningHours/Online service hours/1/day","additionalOpeningHours/Online service hours/1/hours","additionalOpeningHours/Online service hours/2/day","additionalOpeningHours/Online service hours/2/hours","additionalOpeningHours/Online service hours/3/day","additionalOpeningHours/Online service hours/3/hours","additionalOpeningHours/Online service hours/4/day","additionalOpeningHours/Online service hours/4/hours","additionalOpeningHours/Online service hours/5/day","additionalOpeningHours/Online service hours/5/hours","additionalOpeningHours/Online service hours/6/day","additionalOpeningHours/Online service hours/6/hours","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","checkInDate","checkOutDate","cid","city","claimThisBusiness","countryCode","depth","description","domain","emails/0","emails/1","emails/2","facebooks/0","facebooks/1","fid","floor","googleFoodUrl","hotelStars","imageUrl","imagesCount","instagrams/0","instagrams/1","isAdvertisement","kgmid","language","linkedIns/0","linkedIns/1","locatedIn","location/lat","location/lng","menu","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","phones/0","phones/1","phones/2","phones/3","phones/4","phonesUncertain/0","phonesUncertain/1","phonesUncertain/2","phonesUncertain/3","phonesUncertain/4","phonesUncertain/5","phonesUncertain/6","phonesUncertain/7","phonesUncertain/8","phonesUncertain/9","phonesUncertain/10","phonesUncertain/11","phonesUncertain/12","placeId","plusCode","postalCode","price","rank","reserveTableUrl","reviews","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","scrapedUrls/0","scrapedUrls/1","scrapedUrls/2","scrapedUrls/3","scrapedUrls/4","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","tiktoks/0","tiktoks/1","title","totalScore","twitters/0","url","website","whatsapps/0","youtubes/0","youtubes/1","youtubes/2","youtubes/3"
,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7910 42 St SE, Calgary, AB T2C 2T5, Canada","Electrician","Electrical installation service","Electrical substation","Electrical engineer",,,,,,,"Electrician",,,"538705350015572698","Calgary","false","CA","0",,"aes-ab.com","humanresources@aes-ab.com",,,,,"0x53717a5b2bec721b:0x779dda96247dada",,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHjsYGvNxxrx8m2CO3fBFwBmjuQPRAiRCNhzCXecvQhrdIF5Xn3_Pr_U9L1EkJuQDxJKDBT7ZQxaAGrtSa-qQP93VOPsux8oMr7iXLEcbXnKg9l6VkmDmKxUVfZT2s_gqhjzjur=w408-h254-k-no","3",,,"false","/g/1wt3n2c4","en","https://www.linkedin.com/company/resa-power-canada","https://www.linkedin.com/company/resa-power-solutions",,"50.98204","-113.97405",,"Southeast Calgary","Monday","7 AM to 5 PM","Tuesday","7 AM to 5 PM","Wednesday","7 AM to 5 PM","Thursday","7 AM to 5 PM","Friday","7 AM to 5 PM","Saturday","Closed","Sunday","Closed","false","+1 403-697-3747","+14036973747","4036973747","7809657177",,,,"403-697-3747","780-965-7177",,,,,,,,,,,,"ChIJG3LsK1t6cVMR2tpHYqndeQc",,"T2C 2T5",,"42",,,"10","9","1","0","0","0","2026-04-18T17:37:39.162Z","https://aes-ab.com/","https://aes-ab.com/#","https://aes-ab.com/about-us/","https://aes-ab.com/about-us/#join","https://aes-ab.com/","https://www.google.com/maps/search/electrician/@50.94138981351432,-113.88334802444844,13z?hl=en","electrician","Alberta","7910 42 St SE",,"false",,,"Advanced Electrical Services Ltd.","4.9",,"https://www.google.com/maps/search/?api=1&query=Advanced%20Electrical%20Services%20Ltd.&query_place_id=ChIJG3LsK1t6cVMR2tpHYqndeQc","http://www.aes-ab.com/",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8915 44 St SE, Calgary, AB T2C 2P5, Canada","Electrician",,,,,,,,,,"Electrician",,,"4318010832599148325","Calgary","false","CA","0",,"amp-electric.ca","info@amp-electric.ca",,,,,"0x6acc3e4b0e006529:0x3beca7f9755c6725",,,,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hiiua96HLeUesckCEcTwrA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=267.5688&pitch=0&thumbfov=100","1","https://www.instagram.com/ampelectric_yyc",,"false","/g/11ycm50s4b","en",,,,"50.9735824","-113.9708992",,"South Foothills","Monday","7 AM to 5 PM","Tuesday","7 AM to 5 PM","Wednesday","7 AM to 5 PM","Thursday","7 AM to 5 PM","Friday","7 AM to 5 PM","Saturday","Closed","Sunday","Closed","false","+1 416-725-3817","+14167253817","+14167253817",,,,,"4167253817","416-725-3817",,,,,,,,,,,,"ChIJKWUADks-zGoRJWdcdfmn7Ds",,"T2C 2P5",,"35",,,"6","6","0","0","0","0","2026-04-18T17:37:38.298Z","https://amp-electric.ca/","https://amp-electric.ca/contact/","https://amp-electric.ca/about-us/","https://amp-electric.ca/contact/","https://amp-electric.ca/careers/","https://www.google.com/maps/search/electrician/@50.94138981351432,-113.88334802444844,13z?hl=en","electrician","Alberta","8915 44 St SE",,"false",,,"Amp Electric","5",,"https://www.google.com/maps/search/?api=1&query=Amp%20Electric&query_place_id=ChIJKWUADks-zGoRJWdcdfmn7Ds","https://www.amp-electric.ca/",,,,,
,,,,,,,,,,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,"3205 114 Ave SE, Calgary, AB T2Z 3X2, Canada","Electrician",,,,,,,,,,"Electrician",,,"4353760887430938400","Calgary","false","CA","0",,"scenicelectric.com","info@scenicelectric.com",,,,,"0x53717741fac84f5b:0x3c6baa75bc4f7f20",,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFCR_L7CmNqVHVq2Iarz4Ctf1bJC9hoqy7wjq9-b1iM0VknbzG_OxlJIDc5eAKp6YXMMQHQhijWHwYuTOzt186L1us8qZNx769ST5ekvyn2RjoGYOJmAruvag-qmZ6qRQHKsEdZ=w426-h240-k-no","5",,,"false","/g/1w4f7scz","en",,,,"50.9491138","-113.9915291",,"Shepard Industrial","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Closed","false","+1 403-243-3776","+14032433776",,,,,,"(403) 243-3776",,,,,,,,,,,,,"ChIJW0_I-kF3cVMRIH9PvHWqazw",,"T2Z 3X2",,"28",,,"17","11","1","3","1","1","2026-04-18T17:37:38.298Z","http://www.scenicelectric.com/","http://www.scenicelectric.com/inga@scenicelectric.com","http://www.scenicelectric.com/home.html",,,"https://www.google.com/maps/search/electrician/@50.94138981351432,-113.88334802444844,13z?hl=en","electrician","Alberta","3205 114 Ave SE",,"false",,,"Scenic Electric Ltd.","3.9",,"https://www.google.com/maps/search/?api=1&query=Scenic%20Electric%20Ltd.&query_place_id=ChIJW0_I-kF3cVMRIH9PvHWqazw","http://www.scenicelectric.com/",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4600 104 Ave SE Unit 120, Calgary, AB T2C 1R7, Canada","Electrician",,,,,,,,,,"Electrician",,,"10876744118071948406","Calgary","false","CA","0",,"trecc.ab.ca","info@trecc.ab.ca","reception@trecc.ab.ca",,,,"0x537179e23519ed3f:0x96f1f525de7f7476",,,,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QjSnBTGdO836Z0npUDL2yg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=312.05112&pitch=0&thumbfov=100","1",,,"false","/g/1txfntyn","en",,,,"50.9608701","-113.9695054",,"East Shepard Industrial","Monday","8 AM to 4 PM","Tuesday","8 AM to 4 PM","Wednesday","8 AM to 4 PM","Thursday","8 AM to 4 PM","Friday","8 AM to 4 PM","Saturday","Closed","Sunday","Closed","false","+1 403-735-6120","+14037356120",,,,,,"(403) 735-5067","(403) 735-6120","120-4600","403.735.6120","403.735.5067","4600 104",,,,,,,,"ChIJP-0ZNeJ5cVMRdnR_3iX18ZY",,"T2C 1R7",,"29",,,"36","22","2","11","1","0","2026-04-18T17:37:38.298Z","https://trecc.ab.ca/","https://trecc.ab.ca/Make-an-Appointment","https://trecc.ab.ca/contact","https://trecc.ab.ca/careers","https://trecc.ab.ca/contact","https://www.google.com/maps/search/electrician/@50.94138981351432,-113.88334802444844,13z?hl=en","electrician","Alberta","4600 104 Ave SE Unit 120",,"false",,,"Trecc Electric","3.7",,"https://www.google.com/maps/search/?api=1&query=Trecc%20Electric&query_place_id=ChIJP-0ZNeJ5cVMRdnR_3iX18ZY","https://trecc.ab.ca/",,,,,
,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,"177 Cramond Close SE, Calgary, AB T3M 1C2, Canada","Home inspector",,,,,,,,,,"Home inspector",,,"13646298795633760330","Calgary","false","CA","0",,"jchi.ca",,,,"https://www.facebook.com/jchinspection",,"0x537177d270ded411:0xbd6164741497584a",,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAE-wlI01wNfe9vlEzpW73OFFcwF0xxTpYtJMADaxIhElncw1fxK7HSajkHc1aiTL8D-CqaoyJPhWygZOfnPEd-c-EvghcqokhyxSAS3ahUQhZfCvHK4LVp8Fbzh5T06gZOBMCkgIZuuzAhO=w408-h541-k-no","10649","https://www.instagram.com/jchi.ca",,"false","/g/11g6b07gs7","en","https://www.linkedin.com/in/jason-chow-85b368128",,,"50.895712","-113.9816",,"Southeast Calgary","Monday","8 AM to 6 PM","Tuesday","8 AM to 6 PM","Wednesday","8 AM to 6 PM","Thursday","8 AM to 6 PM","Friday","8 AM to 6 PM","Saturday","8 AM to 6 PM","Sunday","8 AM to 6 PM","false","","",,,,,,,,,,,,,,,,,,,"ChIJEdTecNJ3cVMRSliXFHRkYb0",,"T3M 1C2",,"34",,,"927","917","6","4","0","0","2026-04-18T17:37:37.743Z","https://www.jchi.ca/","https://www.jchi.ca/#location","https://www.jchi.ca/#testimonials","https://www.jchi.ca/#","https://www.jchi.ca/#about","https://www.google.com/maps/search/electrician/@50.855265977028644,-113.88334802444844,13z?hl=en","electrician","Alberta","177 Cramond Close SE",,"false",,,"JCHI Home Inspection","5","https://twitter.com/YYCHomeInspectR","https://www.google.com/maps/search/?api=1&query=JCHI%20Home%20Inspection&query_place_id=ChIJEdTecNJ3cVMRSliXFHRkYb0","http://www.jchi.ca/",,"https://www.youtube.com/embed/4qkUtUtEA7k",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11547 42 St SE, Calgary, AB T2Z 4K4, Canada","Electrical installation service",,,,,,,,,,"Electrical installation service",,,"4656358909072267754","Calgary","false","CA","0",,"encoreelectricalservices.ca","info@encoreelectrical.ca",,,"https://www.facebook.com/EncoreElectrical",,"0x53717764086a9059:0x409eb5c1e1fa59ea",,,,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fJqc-z6x-1G7JmM7JcOdHg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=300.35568&pitch=0&thumbfov=100","2","https://www.instagram.com/encoreelectricalservices",,"false","/g/11b6d24gmj","en","https://www.linkedin.com/company/encore-electrical-services-inc",,,"50.9484149","-113.9757318",,"East Shepard Industrial","Monday","6:30 AM to 5 PM","Tuesday","6:30 AM to 5 PM","Wednesday","6:30 AM to 5 PM","Thursday","6:30 AM to 5 PM","Friday","6:30 AM to 5 PM","Saturday","Closed","Sunday","Closed","false","+1 403-993-8140","+14039938140","4039938140",,,,,"4403-993-8140","403-993-8140",,,,,,,,,,,,"ChIJWZBqCGR3cVMR6ln64cG1nkA",,"T2Z 4K4",,"27",,,"25","23","0","2","0","0","2026-04-18T17:37:38.298Z","https://encoreelectricalservices.ca/","https://encoreelectricalservices.ca/contact-us","https://encoreelectricalservices.ca/about-us","https://encoreelectricalservices.ca/services","https://encoreelectricalservices.ca/careers-1","https://www.google.com/maps/search/electrician/@50.94138981351432,-113.88334802444844,13z?hl=en","electrician","Alberta","11547 42 St SE",,"false",,,"Encore Electrical Services Inc.","4.7",,"https://www.google.com/maps/search/?api=1&query=Encore%20Electrical%20Services%20Inc.&query_place_id=ChIJWZBqCGR3cVMR6ln64cG1nkA","http://encoreelectricalservices.ca/",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"81 Mt Robson Close SE, Calgary, AB T2Z 2E2, Canada","Electrician",,,,,,,,,,"Electrician",,,"12958119689323473055","Calgary","false","CA","0",,"copperridgeelectric.com","mike@copperridgeelectric.com",,,"https://www.facebook.com/CopperRidgeElectric",,"0x2aa0e930db8dd9a7:0xb3d47d33cf1ee89f",,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGzvHle-XzfOkIvXzDpWP-UXIKWLDyfvLA_9Y_p-eyFqcsCm-UWX1vlIokWxOVx_wMTf3nVdVhEYZPKpux1gVSw30-CvFnk2gat1499cbt4Aemt-HJS5AnCCNOdQu_gveo46w0dTA=w408-h544-k-no","6",,,"false","/g/11q43qfc88","en",,,,"50.9091145","-113.9876896",,"Southeast Calgary","Monday","8 AM to 5 PM","Tuesday","8 AM to 5 PM","Wednesday","8 AM to 5 PM","Thursday","8 AM to 5 PM","Friday","8 AM to 5 PM","Saturday","Closed","Sunday","Closed","false","+1 403-542-3278","+14035423278",,,,,,"(403) 542-3278",,,,,,,,,,,,,"ChIJp9mN2zDpoCoRn-gezzN91LM",,"T2Z 2E2",,"30",,,"8","8","0","0","0","0","2026-04-18T17:37:38.298Z","https://www.copperridgeelectric.com/","https://www.copperridgeelectric.com/","https://www.copperridgeelectric.com/services","https://www.copperridgeelectric.com/contact","https://www.copperridgeelectric.com/about","https://www.google.com/maps/search/electrician/@50.94138981351432,-113.88334802444844,13z?hl=en","electrician","Alberta","81 Mt Robson Close SE",,"false",,,"Copper Ridge Electrical Services Ltd","5",,"https://www.google.com/maps/search/?api=1&query=Copper%20Ridge%20Electrical%20Services%20Ltd&query_place_id=ChIJp9mN2zDpoCoRn-gezzN91LM","http://www.copperridgeelectric.com/",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Electrician","Service establishment",,,,,,,,,"Electrician",,,"15454787849031103005",,"false",,"0",,"shockstopinc.ca",,,,,,"0x41f42c732a298eeb:0xd67a6faa6c85b21d",,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAEoOkrWrkGI7G0UpfKvoqA436Z-rpNwip2ldLz3cYrAyL3llNMyQAG311bD6z_YHF0SaIIsCISk2ThU0vJY3nAx2oQ2A8ltRfBCuaI-laNHx3gZMMtcj9968GXW3SF92Gcyan8HInIKMGwV=w408-h408-k-no","2",,,"false","/g/11mk9shlhy","en",,,,"51.0276233","-114.087835",,,"Monday","7 AM to 5 PM","Tuesday","7 AM to 5 PM","Wednesday","7 AM to 5 PM","Thursday","7 AM to 5 PM","Friday","7 AM to 5 PM","Saturday","7 AM to 5 PM","Sunday","7 AM to 5 PM","false","+1 825-561-7544","+18255617544","8255617544","825-561-7544",,,,"825-561-7544","23.104.162.150","130.185.156.12","162.212.172.248",,,,,,,,,,"ChIJ644pKnMs9EERHbKFbKpvetY",,,,"35",,,"10","10","0","0","0","0","2026-04-18T17:37:37.743Z","https://shockstopinc.ca/","https://shockstopinc.ca/cdn-cgi/l/email-protection#8fe6e1e9e0cffce7e0ece4fcfbe0ffe6e1eca1ecee","https://shockstopinc.ca/cdn-cgi/l/email-protection","https://shockstopinc.ca/careers/","https://shockstopinc.ca/cdn-cgi/l/email-protection#6b02050d042b1803040800181f041b02050845080a","https://www.google.com/maps/search/electrician/@50.855265977028644,-113.88334802444844,13z?hl=en","electrician",,,,"false",,,"Shock stop inc","5",,"https://www.google.com/maps/search/?api=1&query=Shock%20stop%20inc&query_place_id=ChIJ644pKnMs9EERHbKFbKpvetY","https://shockstopinc.ca/",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"236 Initiative Ave SE, Calgary, AB T3S 0B7, Canada","Electrical installation service",,,,,,,,,,"Electrical installation service",,,"6522852983273860173","Calgary","true","CA",,,,,,,,,"0x53717923f22dd267:0x5a85d43a8e22ac4d",,,,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lJNHnIxlgnkj7EEigYSNUA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=90.27632&pitch=0&thumbfov=100","1",,,"false","/g/11hz5vf0sd","en",,,,"50.9609776","-113.9062179",,,"Monday","8 AM to 4 PM","Tuesday","8 AM to 4 PM","Wednesday","8 AM to 4 PM","Thursday","8 AM to 4 PM","Friday","8 AM to 4 PM","Saturday","Closed","Sunday","Closed","false","+1 403-247-1717","+14032471717",,,,,,,,,,,,,,,,,,,"ChIJZ9It8iN5cVMRTawijjrUhVo",,"T3S 0B7",,"20",,,"2",,,,,,"2026-04-18T17:37:37.484Z",,,,,,"https://www.google.com/maps/search/electrician/@50.94138981351432,-113.88334802444844,13z?hl=en","electrician","Alberta","236 Initiative Ave SE",,"false",,,"Delphi Electric inc.","5",,"https://www.google.com/maps/search/?api=1&query=Delphi%20Electric%20inc.&query_place_id=ChIJZ9It8iN5cVMRTawijjrUhVo",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Electrician","Service establishment",,,,,,,,,"Electrician",,,"14544010122080353077",,"false",,"0",,"27industrieselectric.com","27industrieselectric@gmail.com",,,,,"0x29af792d47ea770d:0xc9d6b4260848fb35",,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGwpvle-rQsA5hideMjqK-8NyWxhR3q7rMz0bl3NN9bFGb0ZXNK4_AiUNPTHjsFuRVZbQfiZaig_6ylWbYbp8T9Y9FQX5JrgquB5vkzqoPPs20RpO7vEBvbBq6R-DIvDNNYooYaIVGFxDPh=w408-h544-k-no","6",,,"false","/g/11ywp6jsff","en",,,,"50.9433782","-113.9686838",,,"Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+1 403-615-0837","+14036150837","403-615-0837",,,,,"403-615-0837","1768443391","12121266","1771629364",,,,,,,,,,"ChIJDXfqRy15rykRNftICCa01sk",,,,"32",,,"16","16","0","0","0","0","2026-04-18T17:37:37.743Z","https://27industrieselectric.com/","https://27industrieselectric.com/blogs/news/hot-tub-electrical-connections","https://27industrieselectric.com/pages/hot-tubs-saunas","https://27industrieselectric.com/pages/contact","https://27industrieselectric.com/pages/saunas","https://www.google.com/maps/search/electrician/@50.855265977028644,-113.88334802444844,13z?hl=en","electrician",,,,"false",,,"27 Industries Electric","5",,"https://www.google.com/maps/search/?api=1&query=27%20Industries%20Electric&query_place_id=ChIJDXfqRy15rykRNftICCa01sk","http://www.27industrieselectric.com/",,,,,
,,,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,"Electrician","Service establishment",,,,,,,,,"Electrician",,,"12442429197597698114",,"false",,"0",,"wolfeindustrial.ca","nick@wolfeindustrial.ca","nick@www.wolfeindustrial.ca",,"https://www.facebook.com/profile.php?id=61558713342728",,"0x846c99a1ddd8386f:0xacac636eb1c26842",,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHmVQVDPYVhHJFAjCY7yVV9wOtzU-mFeFsrLXLuKcdn4_oLUFREVtwzHJJtYpjnVwNL_5BSWdz9a0p_pI_240ZK8n9KwLVOtDMXdUCjQZiaVMKspxyMTUGf2Zko0qmG9dm9MNGQlA=w408-h306-k-no","10","https://www.instagram.com/wolfe_electrical_specialists",,"false","/g/11wmtlz98g","en",,,,"51.0125833","-114.1485956",,,"Monday","9 AM to 8 PM","Tuesday","9 AM to 8 PM","Wednesday","9 AM to 8 PM","Thursday","9 AM to 8 PM","Friday","9 AM to 8 PM","Saturday","9 AM to 6 PM","Sunday","11 AM to 5 PM","false","+1 403-404-2585","+14034042585","403-404-2585",,,,,"403 404 2585","403-404-2585",,,,,,,,,,,,"ChIJbzjY3aGZbIQRQmjCsW5jrKw",,,,"31",,,"22","22","0","0","0","0","2026-04-18T17:37:37.743Z","https://www.wolfeindustrial.ca/","https://www.wolfeindustrial.ca/previous-work/","https://www.wolfeindustrial.ca/about-us/","https://www.wolfeindustrial.ca/contact-us/","https://www.wolfeindustrial.ca/blog/","https://www.google.com/maps/search/electrician/@50.855265977028644,-113.88334802444844,13z?hl=en","electrician",,,,"false",,,"Wolfe Industrial Services","5",,"https://www.google.com/maps/search/?api=1&query=Wolfe%20Industrial%20Services&query_place_id=ChIJbzjY3aGZbIQRQmjCsW5jrKw","https://wolfeindustrial.ca/",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Electrician","Service establishment",,,,,,,,,"Electrician",,,"10135468142655191397",,"false",,"0",,"vacalgary.com","admin@vaedm.com",,,,,"0xa4dd526235fd57a7:0x8ca86a9363403965",,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGxEjh9QSNun484NBP7iVUv8EGPILZJhEkCI7-ivcQbrOP1wAxGuHcALZtyePHdvMvA0ZDmQAJFg97GOvYoCI6OpAaq54ut5-OdTlADcEbrLyR1DallljQ_mxhmKP1nzpkG1x5UjbWJnSrZ=w408-h544-k-no","24","https://www.instagram.com/va.okanagan",,"false","/g/11n4b0h_kl","en",,,,"50.8849142","-114.0722118",,,"Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+1 780-850-7455","+17808507455","(780) 850-7455","250-300-7483",,,,"780-850-7455",,,,,,,,,,,,,"ChIJp1f9NWJS3aQRZTlAY5NqqIw",,,,"39",,,"21","21","0","0","0","0","2026-04-18T17:37:37.743Z","https://www.vacalgary.com/","https://www.vacalgary.com/commercial","https://www.vacalgary.com/#Work","https://www.vacalgary.com/residential","https://www.vacalgary.com/solar","https://www.google.com/maps/search/electrician/@50.855265977028644,-113.88334802444844,13z?hl=en","electrician",,,,"false",,,"VA Electric Contracting & Maintenance Ltd","5",,"https://www.google.com/maps/search/?api=1&query=VA%20Electric%20Contracting%20%26%20Maintenance%20Ltd&query_place_id=ChIJp1f9NWJS3aQRZTlAY5NqqIw","https://www.vacalgary.com/",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Copperstone Dr SE, Calgary, AB T2Z 0P2, Canada","Electrical installation service",,,,,,,,,,"Electrical installation service",,,"16367210056875039765","Calgary","false","CA",,,,,,,,,"0x537179fef21c833b:0xe32402d45c3cdc15",,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAF9jISEsGjWTI4IwTV2bktBGVh60GsuEzf7gOqAHoBcfa-kXn-1kCqCGHPBQpJyWja9cGnCxTlM5XBdP9XQbF7WG3E-OGydGZDDqbVHQWlTNRPoIjP4HLBujvLE4z0ENO6aDSevTw=w408-h544-k-no","56",,,"false","/g/11n2cmck_d","en",,,,"50.9155781","-113.9207222",,"Copperfield","Monday","8 AM to 6 PM","Tuesday","8 AM to 6 PM","Wednesday","8 AM to 6 PM","Thursday","8 AM to 6 PM","Friday","8 AM to 6 PM","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+1 587-215-1207","+15872151207",,,,,,,,,,,,,,,,,,,"ChIJO4Mc8v55cVMRFdw8XNQCJOM",,"T2Z 0P2",,"14",,,"7",,,,,,"2026-04-18T17:37:37.484Z",,,,,,"https://www.google.com/maps/search/electrician/@50.94138981351432,-113.88334802444844,13z?hl=en","electrician","Alberta","Copperstone Dr SE",,"false",,,"sirius high quality electrical services","5",,"https://www.google.com/maps/search/?api=1&query=sirius%20high%20quality%20electrical%20services&query_place_id=ChIJO4Mc8v55cVMRFdw8XNQCJOM",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5830 86 Ave SE, Calgary, AB T2C 4L7, Canada","Electrical installation service",,,,,,,,,,"Electrical installation service",,,"12769751033529663567","Calgary","false","CA","0",,"sparkpowercorp.com",,,,"https://www.facebook.com/sparkpowercorp",,"0x537179f3125f37c5:0xb13744e86fb6804f",,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHnzR_IZvN-BwbiX_WD4NetfU0ai6KlJvexrRjf5HtvLjLhq0CqPyXNVpLCojtnvD5aC-Oct5BU551VooNPTbCok0IaJMptsuSEyC5G5qNiE9oz7SzjR9YrTxpRf4WhFdG9Dfo7=w408-h272-k-no","11","https://www.instagram.com/sparkpowercorp",,"false","/g/11lkbphcq5","en","https://www.linkedin.com/company/spark-power-corp-",,,"50.9765637","-113.9520295",,"Section 23","Monday","9 AM to 5 PM","Tuesday","9 AM to 5 PM","Wednesday","9 AM to 5 PM","Thursday","9 AM to 5 PM","Friday","9 AM to 5 PM","Saturday","Closed","Sunday","Closed","false","(833) 775-7697","+18337757697","18337757697",,,,,"833.775.7697",,,,,,,,,,,,,"ChIJxTdfEvN5cVMRT4C2b-hEN7E",,"T2C 4L7",,"18",,,,,,,,,"2026-04-18T17:37:37.484Z","https://sparkpowercorp.com/","https://sparkpowercorp.com/contact/","https://sparkpowercorp.com/about-us/","https://sparkpowercorp.com/about-us/join-us/","https://sparkpowercorp.com/contact/","https://www.google.com/maps/search/electrician/@50.94138981351432,-113.88334802444844,13z?hl=en","electrician","Alberta","5830 86 Ave SE",,"false",,,"Spark Power",,"https://twitter.com/sparkpowercorp","https://www.google.com/maps/search/?api=1&query=Spark%20Power&query_place_id=ChIJxTdfEvN5cVMRT4C2b-hEN7E","https://sparkpowercorp.com/",,"https://www.youtube.com/embed/qYJpGN9M5OI",,,
